metabolite_from,metabolite_to,case_spearman_rho,case_pval,case_log10_pval,control_spearman_rho,control_pval,control_log10_pval,metabolite_pair_label,rho_diff,abs_rho_diff,outcome
ARG/ORN,OXP,0.10074089059249317,6.149821000887533e-11,10.211137524786883,-0.02408571413159779,0.10976613129446171,0.9595316422260486,,0.07665517646089537,0.12482660472409096,BPD
C-10,ARG,0.11419273932727067,1.1662757504722724e-13,12.933198754251185,-0.007928000270473917,0.59867059762711206,0.22281207073666445,,0.10626473905679676,0.12212073959774458,BPD
C-12:1,ARG,0.07660479434713836,6.834578550700685e-7,6.165288260722828,-0.004699392146543499,0.7550613705068169,0.12201774798766521,,0.07190540220059487,0.08130418649368186,BPD
C-16,C-5,0.005384407154993541,0.7275617554868785,0.13813013783497344,-0.11630496078281283,8.76284424703587e-15,14.05735490749588,,-0.11092055362781929,0.12168936793780637,BPD
C-8/C-10,PHE,-0.002836773649242184,0.8543760824549684,0.06835091785673816,0.05326533480398631,4.01065269609419e-4,3.396784944276227,,0.05042856115474413,0.056102108453228494,BPD
CIT/ARG,C-10,-0.10144595970752042,4.514123138998444e-11,10.345426598147466,0.015939786725215548,0.2899386608164303,0.537693871365323,,-0.08550617298230487,0.11738574643273597,BPD
CIT/ARG,C14:1,-0.005613878088211587,0.7164421743316132,0.14481885674206435,0.06916838068549502,4.243132973968481e-6,5.372313357826635,,0.06355450259728343,0.07478225877370662,BPD
CIT,C14:1,0.0725714967737134,2.55620889854447e-6,5.592403657642751,-0.026897551859293992,0.0740942035149725,1.130215766108773,,0.04567394491441941,0.09946904863300739,BPD
LEU/ALA,C-10,6.541420509669794e-4,0.9662415756541446,0.014914279529368097,-0.09499672732334268,2.524887072253879e-10,9.597758041305218,,-0.0943425852723757,0.09565086937430965,BPD
ORN,C-10,0.1268510514453623,1.5625400005848617e-16,15.8061688560249,-0.009653978984376498,0.5215866056637846,0.2826735698087241,,0.11719707246098579,0.1365050304297388,BPD
ORN,C-14OH,0.012846087648501911,0.40587270884891113,0.3916101499509956,-0.07585357069907042,4.52931774338398e-7,6.343967211364319,,-0.06300748305056851,0.08869965834757233,BPD
ORN/CIT,C-10,0.08551071844007381,2.9223181269004897e-8,7.534272508033144,-0.023545490696587887,0.11796747711875373,0.928237708411674,,0.06196522774348592,0.1090562091366617,BPD
ORN/CIT,C-14OH,7.145267455766729e-4,0.9631274166116541,0.01631625423493353,-0.06705531340098723,8.2661181051128e-6,5.082698393872561,,-0.06634078665541056,0.06776984014656391,BPD
OXP,C-5,0.12530164082071946,3.646446806682205e-16,15.438130117417833,-0.026064023752414005,0.08351270480547163,1.0782474501787953,,0.09923761706830544,0.15136566457313347,BPD
PHE,C-10,0.10221258256443691,3.217457927948465e-11,10.492487123298256,-0.02027903808716502,0.17816923728673137,0.7491672791427493,,0.08193354447727189,0.12249162065160193,BPD
PHE/TYR,ARG,-0.06624491895047879,1.768427317514265e-5,4.75241278501584,0.010788178730530604,0.473865632585896,0.3243447876490547,,-0.05545674021994819,0.0770330976810094,BPD
PHE/TYR,C-16,0.045178549597523855,0.0034444304841552017,2.462882575798595,-0.03666877483491739,0.014877090868928631,1.8274819843204262,,0.008509774762606462,0.08184732443244125,BPD
PHE/TYR,C-2,-0.024071347778466104,0.11930429396059514,0.9233439250653483,0.05680884067998157,1.5979386277733737e-4,3.796439904703632,,0.032737492901515466,0.08088018845844767,BPD
PHE/TYR,C-4,-0.11112914380250342,5.206501815559186e-13,12.283453975830056,0.03470188775027344,0.021187948351456452,1.6739110943877897,,-0.07642725605222998,0.14583103155277688,BPD
PHE/TYR,C-5,-0.0264302563711155,0.08718868721725055,1.0595398613730143,0.14843621082959868,3.166602284950559e-23,22.499406479191325,,0.12200595445848318,0.1748664672007142,BPD
PHE/TYR,FC/(C-16 + C-18:1),-0.03490937448313745,0.023850410435926686,1.6225041428911882,0.12754224983531787,1.6907135527931514e-17,16.77192996601495,,0.09263287535218043,0.1624516243184553,BPD
PHE/TYR,PHE,-0.002828329072516733,0.8548047572519054,0.06813306951861112,0.12136195439265712,5.653958277154593e-16,15.247647400669347,,0.11853362532014039,0.12419028346517386,BPD
TYR,C-18:1,-0.03243226963356946,0.035809719692322745,1.4459990785009125,0.005271734786389811,0.7263622497523501,0.13884673490308905,,-0.02716053484717965,0.037704004419959275,BPD
XLE,C-16,0.023618088542733267,0.1264236459366039,0.8981716891916433,-0.0981301190881392,6.342990552003324e-11,10.19770593549137,,-0.07451203054540594,0.12174820763087248,BPD
XLE,PHE/TYR,-0.002551855852577817,0.86886239450799585,0.0610489991991302,0.11311947184158529,4.637352439370636e-14,13.333729896414452,,0.11056761598900747,0.1156713276941631,BPD
ARG/ORN,OXP,0.09122239738927565,2.395023422160547e-9,8.620690235040508,-0.02408571413159779,0.10976613129446171,0.9595316422260486,,0.06713668325767785,0.11530811152087345,IVH
C-10,ARG,0.09686412636146702,2.29996776389146e-10,9.638278250965959,-0.007928000270473917,0.59867059762711206,0.22281207073666445,,0.0889361260909931,0.10479212663194093,IVH
C-12:1,ARG,0.07036130666276531,4.258084291401285e-6,5.370785745685833,-0.004699392146543499,0.7550613705068169,0.12201774798766521,,0.06566191451622182,0.07506069880930881,IVH
C-14,C-5,0.01817522464323779,0.23562795956203966,0.6277731775391903,-0.09957664934033549,3.302739546647004e-11,10.481125673330666,,-0.0814014246970977,0.11775187398357327,IVH
C-16,C-5,9.471177772039947e-4,0.9507257899300257,0.02194472501042951,-0.11630496078281283,8.76284424703587e-15,14.05735490749588,,-0.11535784300560883,0.11725207856001682,IVH
CIT/ARG,C-10,-0.07785191362098771,3.584386847695448e-7,6.4455851249158655,0.015939786725215548,0.2899386608164303,0.537693871365323,,-0.06191212689577216,0.09379170034620327,IVH
CIT,C14:1,0.06539461111814904,1.9302121208160305e-5,4.714394961542596,-0.026897551859293992,0.0740942035149725,1.130215766108773,,0.03849705925885505,0.09229216297744303,IVH
FC/(C-16 + C-18:1),ORN,-0.004084167109253575,0.7898728094269588,0.10244283606549714,0.07322464428929042,1.117386033785095e-6,5.951796761191329,,0.06914047718003684,0.077308811398544,IVH
LEU/ALA,C-18,0.0050777870537137,0.7404129329206113,0.13052600395613756,-0.04087053159154288,0.006633337921023264,2.178267877946981,,-0.03579274453782918,0.04594831864525658,IVH
ORN,C-10,0.080911607480806,1.2184951723802305e-7,6.914176187129876,-0.009653978984376498,0.5215866056637846,0.2826735698087241,,0.0712576284964295,0.09056558646518251,IVH
ORN,C14:1,0.009064337413227586,0.5542355982808687,0.25630558313618085,-0.10001002012345811,2.7112432129010907e-11,10.566831522152778,,-0.09094568271023053,0.10907435753668569,IVH
ORN/CIT,C-10,0.042994550198987055,0.005001463432925372,2.3009029020935405,-0.023545490696587887,0.11796747711875373,0.928237708411674,,0.01944905950239917,0.06654004089557494,IVH
OXP,C-5,0.13639577897900088,3.395893125721996e-19,18.46904598616647,-0.026064023752414005,0.08351270480547163,1.0782474501787953,,0.11033175522658686,0.1624598027314149,IVH
PHE,C-10,0.060081470601042894,8.680756793051712e-5,4.061442411146201,-0.02027903808716502,0.17816923728673137,0.7491672791427493,,0.03980243251387787,0.08036050868820792,IVH
PHE/TYR,ARG,-0.07362691363796996,1.4901843680037346e-6,5.82675999665265,0.010788178730530604,0.473865632585896,0.3243447876490547,,-0.06283873490743935,0.08441509236850056,IVH
PHE/TYR,C-16,0.11056898922228788,4.3639293782281854e-13,12.36012228624455,-0.03666877483491739,0.014877090868928631,1.8274819843204262,,0.07390021438737049,0.14723776405720526,IVH
PHE/TYR,C-4,-0.10126611664828797,3.359081073556311e-11,10.473779514058537,0.03470188775027344,0.021187948351456452,1.6739110943877897,,-0.06656422889801453,0.1359680043985614,IVH
PHE/TYR,C-5,-0.011516128712360647,0.4524053584095953,0.34447225981657037,0.14843621082959868,3.166602284950559e-23,22.499406479191325,,0.13692008211723802,0.15995233954195934,IVH
PHE/TYR,FC/(C-16 + C-18:1),-0.02696871278247511,0.07840457875815182,1.1056585741607912,0.12754224983531787,1.6907135527931514e-17,16.77192996601495,,0.10057353705284275,0.15451096261779299,IVH
TYR,C-18:1,-0.0786398339414322,2.725151954816757e-7,6.564609276397068,0.005271734786389811,0.7263622497523501,0.13884673490308905,,-0.07336809915504239,0.08391156872782202,IVH
VAL,C14:1,7.696859870941645e-4,0.9599481076359162,0.01775224318595077,-0.08351618752097316,2.7415764488468968e-8,7.561999639311982,,-0.082746501533879,0.08428587350806732,IVH
VAL,C-14OH,0.0035068107495036067,0.8190203068926736,0.08670533015398932,-0.07393821855371523,8.771004984102792e-7,6.056950642204713,,-0.07043140780421162,0.07744502930321884,IVH
XLE,C-16,0.01654069390662005,0.2804507075746569,0.5521434599319421,-0.0981301190881392,6.342990552003324e-11,10.19770593549137,,-0.08158942518151915,0.11467081299475926,IVH
XLE,PHE/TYR,-0.01765502916165437,0.2493069963870827,0.6032655335713659,0.11311947184158529,4.637352439370636e-14,13.333729896414452,,0.09546444267993091,0.13077450100323965,IVH
ARG/ORN,C-14,0.007884863841966737,0.7650927425760166,0.11628591759444785,-0.12236052101391352,3.245395378143067e-16,15.488732386664584,,-0.11447565717194678,0.13024538485588025,NEC
ARG/ORN,C-8:1,-0.002602870035704501,0.9214281452341891,0.03553852625610205,0.06072446363712484,5.432992535025595e-5,4.264960891689897,,0.058121593601420336,0.06332733367282933,NEC
ARG/ORN,ORN,-0.010158340971684558,0.7002674850145224,0.15473603844795827,0.07602523767681538,4.2654892866327947e-7,6.37003114449721,,0.06586689670513082,0.08618357864849993,NEC
ARG/ORN,OXP,0.09662088836047107,2.3984426200661e-4,3.620070667061228,-0.02408571413159779,0.10976613129446171,0.9595316422260486,,0.07253517422887329,0.12070660249206885,NEC
C-10,ARG,0.1128443468548312,1.7510242363788127e-5,4.756707842692833,-0.007928000270473917,0.59867059762711206,0.22281207073666445,,0.10491634658435729,0.12077234712530512,NEC
C-12:1,ARG,0.074862023056045085,0.004480573929672007,2.348666352402524,-0.004699392146543499,0.7550613705068169,0.12201774798766521,,0.07016263090950159,0.07956141520258858,NEC
C-12,ARG,0.05056452118448409,0.055141783610954155,1.2585191903545225,-0.13374725533434423,4.170094906180946e-19,18.379854060910738,,-0.08318273414986013,0.18431177651882832,NEC
C-14:1/C-12:1,C-2,-0.0108998128259659,0.6795624323206485,0.16777063787657678,0.04428920489141553,0.0032602186974168886,2.4867532662217346,,0.03338939206544963,0.05518901771738143,NEC
C-14,C-5,0.07328540002548317,0.005400705516678494,2.267549502772179,-0.09957664934033549,3.302739546647004e-11,10.481125673330666,,-0.026291249314852314,0.17286204936581867,NEC
C-16,C-5,0.005433766421677482,0.8368593542114405,0.07734752506814761,-0.11630496078281283,8.76284424703587e-15,14.05735490749588,,-0.11087119436113535,0.1217387272044903,NEC
C-18:2,C-12,0.005860936712798295,0.8242357726965999,0.08394854056659384,-0.14661072075245488,1.0882003460881933e-22,21.96329114030829,,-0.14074978403965657,0.15247165746525318,NEC
C-18:2,C-5DC,-0.0015628834065277877,0.9527729969220377,0.021010559936211662,0.0476939332775323,0.0015318707749399278,2.8147778692318717,,0.04613104987100451,0.04925681668406008,NEC
C-8/C-10,OXP,0.003312563052133862,0.9001050212629085,0.045706815567297894,-0.1158056568573774,1.1413054454809632e-14,13.942598110591037,,-0.11249309380524354,0.11911821990951126,NEC
CIT/ARG,C-10,-0.08281581987145381,0.0016581689437164405,2.780371223130781,0.015939786725215548,0.2899386608164303,0.537693871365323,,-0.06687603314623826,0.09875560659666936,NEC
CIT/ARG,C-12,-0.0016739642513321639,0.9494207151559759,0.022541296759447764,0.14540928677596984,2.4310307267999976e-22,21.6142095518949,,0.14373532252463767,0.14708325102730202,NEC
CIT/ARG,C-3/C-2,0.006555332172007194,0.8038131838294188,0.09484487495735588,-0.05443311117393275,2.9788723362658443e-4,3.5259481086826816,,-0.04787777900192555,0.06098844334593995,NEC
CIT,C14:1,0.13229262765073788,4.589324700698602e-7,6.33825121431819,-0.026897551859293992,0.0740942035149725,1.130215766108773,,0.10539507579144389,0.15919017951003187,NEC
LEU/ALA,ARG/ORN,-0.006720140869628342,0.7989850791120708,0.0974613309736172,0.11356455038548584,3.684481063310081e-14,13.433623671227245,,0.1068444095158575,0.12028469125511418,NEC
LEU/ALA,C-16OH,0.008129953679778892,0.7580153305142506,0.12032201087135509,-0.06587682419103444,1.1890196643866117e-5,4.924810962821194,,-0.057746870511255544,0.07400677787081333,NEC
LEU/ALA,FC/(C-16 + C-18:1),-0.034504444078254676,0.19085599417110197,0.7192941957119843,0.14204088883891972,2.2316434505090394e-21,20.651375191385792,,0.10753644476066504,0.1765453329171744,NEC
ORN,C-10,0.11230958119610732,1.9203476108783304e-5,4.716620150555821,-0.009653978984376498,0.5215866056637846,0.2826735698087241,,0.10265560221173081,0.12196356018048382,NEC
ORN/CIT,C-10,0.04272312555104586,0.10524055735102458,0.9778168605689126,-0.023545490696587887,0.11796747711875373,0.928237708411674,,0.019177634854457976,0.06626861624763375,NEC
ORN/CIT,FC,-2.816035930007841e-5,0.9991485573696078,3.699343473317072e-4,0.04364074971602602,0.003744230634415525,2.4266374077520294,,0.04361258935672595,0.0436689100753261,NEC
OXP,C-5,0.19884460098011028,2.225652950583149e-14,13.6525425549147,-0.026064023752414005,0.08351270480547163,1.0782474501787953,,0.17278057722769627,0.2249086247325243,NEC
PHE,C-10,0.06427635818389488,0.014724342112173456,1.8319641005093255,-0.02027903808716502,0.17816923728673137,0.7491672791427493,,0.04399732009672985,0.0845553962710599,NEC
PHE/TYR,ARG,-0.03759824556858659,0.15402945736751716,0.8123962145611289,0.010788178730530604,0.473865632585896,0.3243447876490547,,-0.026810066838055986,0.048386424299117194,NEC
PHE/TYR,C-16,0.03660902865283676,0.16516615503255153,0.7820789412074527,-0.03666877483491739,0.014877090868928631,1.8274819843204262,,-5.97461820806347e-5,0.07327780348775415,NEC
PHE/TYR,C-4,-0.07905746506359239,0.00268110673413587,2.5716858965267972,0.03470188775027344,0.021187948351456452,1.6739110943877897,,-0.04435557731331895,0.11375935281386583,NEC
PHE/TYR,C-5,-0.017851637660057415,0.4986900042818285,0.30216933667185253,0.14843621082959868,3.166602284950559e-23,22.499406479191325,,0.13058457316954125,0.1662878484896561,NEC
PHE/TYR,FC/(C-16 + C-18:1),-0.007026715402179678,0.7900244325962472,0.10235947734544713,0.12754224983531787,1.6907135527931514e-17,16.77192996601495,,0.12051553443313819,0.13456896523749753,NEC
TYR,C-18:1,-0.028099412848902154,0.28683242975134404,0.5423717481721437,0.005271734786389811,0.7263622497523501,0.13884673490308905,,-0.022827678062512343,0.03337114763529196,NEC
VAL,C14:1,0.06151053041892434,0.019602908673046107,1.7076794833919515,-0.08351618752097316,2.7415764488468968e-8,7.561999639311982,,-0.02200565710204882,0.1450267179398975,NEC
XLE,C-16,0.027860820216303095,0.29094643314721474,0.5361869626636542,-0.0981301190881392,6.342990552003324e-11,10.19770593549137,,-0.07026929887183611,0.1259909393044423,NEC
XLE,PHE/TYR,-0.010244290190023457,0.6978556282272286,0.15623441455371145,0.11311947184158529,4.637352439370636e-14,13.333729896414452,,0.10287518165156183,0.12336376203160875,NEC
ARG/ORN,OXP,0.07807917261321959,3.326054754747806e-9,8.478070605540704,-0.02408571413159779,0.10976613129446171,0.9595316422260486,,0.0539934584816218,0.10216488674481738,ROP
C-10,ARG,0.08680330444032504,4.746445948223609e-11,10.323631460439316,-0.007928000270473917,0.59867059762711206,0.22281207073666445,,0.07887530416985113,0.09473130471079895,ROP
C-12:1,ARG,0.06232656669438644,2.3834382048559653e-6,5.622796103496941,-0.004699392146543499,0.7550613705068169,0.12201774798766521,,0.05762717454784294,0.06702595884092993,ROP
CIT/ARG,C-10,-0.06623055094767812,5.325120838406964e-7,6.273670532704641,0.015939786725215548,0.2899386608164303,0.537693871365323,,-0.050290764222462564,0.08217033767289367,ROP
CIT,C14:1,0.060937129128210206,3.980141014445318e-6,5.400101540813102,-0.026897551859293992,0.0740942035149725,1.130215766108773,,0.03403957726891621,0.0878346809875042,ROP
LEU/ALA,FC/(C-16 + C-18:1),-0.0025870871725756956,0.8449404289223462,0.07317390915953093,0.14204088883891972,2.2316434505090394e-21,20.651375191385792,,0.13945380166634402,0.1446279760114954,ROP
ORN,C-10,0.1048749973044501,1.7546418862172034e-15,14.755811507522838,-0.009653978984376498,0.5215866056637846,0.2826735698087241,,0.0952210183200736,0.1145289762888266,ROP
ORN,C14:1,5.923081936536253e-4,0.9642849827997149,0.01579459662962827,-0.10001002012345811,2.7112432129010907e-11,10.566831522152778,,-0.09941771192980449,0.10060232831711173,ROP
ORN/CIT,C-10,0.06936459395715155,1.5026653281574644e-7,6.823137734196139,-0.023545490696587887,0.11796747711875373,0.928237708411674,,0.04581910326056367,0.09291008465373944,ROP
OXP,C-5,0.11340912626691185,7.274106305167277e-18,17.138220356373115,-0.026064023752414005,0.08351270480547163,1.0782474501787953,,0.08734510251449784,0.13947315001932586,ROP
PHE,C-10,0.06633492547648212,5.109959802249116e-7,6.291582516250817,-0.02027903808716502,0.17816923728673137,0.7491672791427493,,0.046055887389317096,0.086613963563647145,ROP
PHE/TYR,ARG,-0.07616237457240174,7.980673665770383e-9,8.09796044737381,0.010788178730530604,0.473865632585896,0.3243447876490547,,-0.06537419584187114,0.08695055330293235,ROP
PHE/TYR,C-16,0.04169667004561939,0.0016105036390641231,2.7930382895194326,-0.03666877483491739,0.014877090868928631,1.8274819843204262,,0.005027895210701995,0.07836544488053679,ROP
PHE/TYR,C-2,-0.008179714019090357,0.5363244197859813,0.27057242840173407,0.05680884067998157,1.5979386277733737e-4,3.796439904703632,,0.04862912666089121,0.06498855469907193,ROP
PHE/TYR,C-4,-0.11140769483980775,2.7372696514257122e-17,16.56268241765827,0.03470188775027344,0.021187948351456452,1.6739110943877897,,-0.07670580708953431,0.1461095825900812,ROP
PHE/TYR,C-5,-0.0031463087729930945,0.8119941506888713,0.09044709924736645,0.14843621082959868,3.166602284950559e-23,22.499406479191325,,0.14528990205660558,0.15158251960259178,ROP
PHE/TYR,FC/(C-16 + C-18:1),-0.017384833701612784,0.18871685669409216,0.724189305758427,0.12754224983531787,1.6907135527931514e-17,16.77192996601495,,0.11015741613370508,0.14492708353693065,ROP
TYR,C-18:1,-0.03596354821756358,0.006529541079069353,2.1851173415169116,0.005271734786389811,0.7263622497523501,0.13884673490308905,,-0.030691813431173772,0.04123528300395339,ROP
VAL,C14:1,0.01021312825660673,0.44004630372811937,0.3565016226147868,-0.08351618752097316,2.7415764488468968e-8,7.561999639311982,,-0.07330305926436642,0.0937293157775799,ROP
XLE,C-16,0.012014634813319476,0.3637083903750474,0.4392466801068129,-0.0981301190881392,6.342990552003324e-11,10.19770593549137,,-0.08611548427481973,0.11014475390145868,ROP
XLE,PHE/TYR,-0.002342366963055386,0.8594473664839064,0.06578071484141591,0.11311947184158529,4.637352439370636e-14,13.333729896414452,,0.1107771048785299,0.11546183880464067,ROP
